Start-Datum;End-Datum;Name;Turnierart;Ordnungsnummer;Land;Ort;Region;Offener-Turniername;Veranstalter;Kategorie;Meldeschluss;Turnier-Link;Ausschreibung-Link;Ausschreibung-PDF;AK_U9;AK_U11;AK_U13;AK_U15;AK_U17;AK_U19;AK_U22;AK_O19;AK_O35
16.05.2021;17.05.2021;2. C-RLT NRW U11-U19 (ABGESAGT  2. C-DRLT Nord 2 (Verbands-DRLT));Rangliste;2;DE;Delbrück;Nord 2;ABGESAGT  2. C-DRLT Nord 2 (Verbands-DRLT);NRW;C1-Level;05.05.2021;https://www.turnier.de/sport/tournament?id=62B5BD7F-2156-43A7-A49D-DD411BB59157;https://www.badminton-nrw.de/index.php?id=1736;nein;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
16.05.2021;17.05.2021;3. A-RLT U15;Rangliste;3;DE;Wesel   +++   wegen Corona-Krise ABGESAGT  +++;;;DBV;A-Level;;;;nein;;;;Einzel/Doppel;;;;;
16.05.2021;17.05.2021;2. C-RLT NRW U11-U19 (ABGESAGT  2. Verbands-DRLT Nord 1);Rangliste;2;DE;Straelen;Nord 1;ABGESAGT  2. Verbands-DRLT Nord 1;NRW;C1-Level;05.05.2021;https://dbv.turnier.de/sport/tournament?id=55DE7A20-3881-435C-95CC-6DF310EB94E3;https://www.badminton-nrw.de/fileadmin/jbezirkn1/RLT/2021/Turnierausschreibungen_2021_homepage.pdf;ja;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
16.05.2021;17.05.2021;2. C-RLT SAA U13-U19;Rangliste;2;DE;+++ wegen Corona-Krise ABGESAGT +++;;;SAA;C2-Level;18.04.2021;;;nein;;;Doppel;Doppel;Doppel;Einzel;;;
16.05.2021;16.05.2021; Bezirksmeisterschaften THÜ Südthüringen U9/U11 (nein);Meisterschaft;;DE;Ilmenau;Südthüringen;nein;THÜ;E-Level;;;;nein;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;;;
16.05.2021;17.05.2021; E-RLT NIS KFV Uelzen/Lüchow-Dannenberg U9-U19 (abgesagt);Rangliste;;DE;Bad Bodenteich;KFV Uelzen/Lüchow-Dannenberg;abgesagt;NIS;E-Level;09.05.2021;;https://www.nbv-online.de/ausschreibung/200516-17-DBV-ERTE-U9-U19-Bad-Bodenteich.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
16.05.2021;17.05.2021; Kreismeisterschaften NIS KFV Celle U9-U19 (abgesagt);Meisterschaft;;DE;Eschede;KFV Celle;abgesagt;NIS;E-Level;02.05.2021;;https://www.nbv-online.de/ausschreibung/200516-17-LG-CE-Jgd-KEM-U9-U19-Eschede.pdf;nein;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
16.05.2021;17.05.2021; Kreismeisterschaften NIS KFV Osnabrück/Vechta U9-U19 (abgesagt);Meisterschaft;;DE;Hilter;KFV Osnabrück/Vechta;abgesagt;NIS;E-Level;09.05.2021;;https://www.nbv-online.de/ausschreibung/200516-17-WE-OS-VEC-KEME-U9-U19-Hilter.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
16.05.2021;17.05.2021; Kreismeisterschaften NIS KFV Braunschweig U11-U19 (abgesagt);Meisterschaft;;DE;Braunschweig;KFV Braunschweig;abgesagt;NIS;E-Level;07.05.2021;;https://www.nbv-online.de/ausschreibung/200516-17-BS-BS-KEM-U11-U19-Braunschweig.pdf;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
16.05.2021;16.05.2021; Kreismeisterschaften NIS KFV Osterholz U9-U19 (abgesagt);Meisterschaft;;DE;Vollersode-Wallhöfen;KFV Osterholz;abgesagt;NIS;E-Level;07.05.2021;;https://www.nbv-online.de/ausschreibung/200502-16-LG-OHZ-KEM-O19-U9-U19-Vollersode-Wallhoefen.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;;
16.05.2021;17.05.2021;2. D-RLT BAW SB (Südbaden) U11-U19;Rangliste;2;DE;Offenburg +++ wegen Corona-Krise ABGESAGT +++;SB (Südbaden);;BAW;D1-Level;21.04.2021;;;ja;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
16.05.2021;17.05.2021;2. D-RLT BAW NW (Nordwürttemberg) U11-U19;Rangliste;2;DE;Gerlingen +++ wegen Corona-Krise ABGESAGT +++;NW (Nordwürttemberg);;BAW;D1-Level;21.04.2021;;;nein;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
17.05.2021;17.05.2021; D-RLT SAC Chemnitz U11/U17;Rangliste;;DE;Stollberg;Chemnitz;;SAC;D2-Level;03.05.2021;https://www.turnier.de/sport/tournament?id=95E71B73-CC75-4783-9F45-FD5DD881C35C;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;Einzel;;;Einzel;;;;
17.05.2021;17.05.2021;2. D-RLT NRW Süd 2 U11 (ABGESAGT  2. D-DRLT Süd 2 (Verbands-DRLT));Rangliste;2;DE;Wachtberg;Süd 2;ABGESAGT  2. D-DRLT Süd 2 (Verbands-DRLT);NRW;D1-Level;06.05.2021;https://www.turnier.de/sport/tournament?id=F8518352-2370-45BC-9FE8-B00FA38883EF;;ja;;Doppel/Mixed;;;;;;;
17.05.2021;17.05.2021;2. C-RLT NRW U13 (ABGESAGT  2. C-DRLT Süd 2 (Verbands-DRLT));Rangliste;2;DE;Wachtberg;Süd 2;ABGESAGT  2. C-DRLT Süd 2 (Verbands-DRLT);NRW;C1-Level;06.05.2021;https://www.turnier.de/sport/tournament?id=F8518352-2370-45BC-9FE8-B00FA38883EF;;ja;;;Doppel;;;;;;
17.05.2021;17.05.2021;2. C-RLT NRW U15-U19 (ABGESAGT  2. C-DRLT Süd 2 (Verbands-DRLT));Rangliste;2;DE;Lützenkirchen;Süd 2;ABGESAGT  2. C-DRLT Süd 2 (Verbands-DRLT);NRW;C1-Level;06.05.2021;https://www.turnier.de/sport/tournament?id=D51630A4-255D-41A1-A573-D126A989009E;;ja;;;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
19.05.2021;24.05.2021;Mongolia Junior International Series 2021 (Cancelled);Rangliste;;MGL;ulaanbaatar;;;BWF;Junior International Series;;;;nein;;;;;;Einzel/Doppel/Mixed;;;
22.05.2021;24.05.2021;Polish U17 Open - CANCELLED;Rangliste;;NN;Pszczyna;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
23.05.2021;24.05.2021;4. D-RLT BAY  U11-U19 (9. Youngster-Cup -abgesagt);Rangliste;4;DE;Augsburg;;9. Youngster-Cup -abgesagt;BAY;D1-Level;12.05.2021;;;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
23.05.2021;24.05.2021;2. A-RLT U17/U19;Rangliste;2;DE;Waghäusel   +++   wegen Corona-Krise ABGESAGT  +++;;;DBV;A-Level;;;;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
23.05.2021;24.05.2021;1. D-RLT NIS NBV-Bezirk Hannover U9-U19 (abgesagt);Rangliste;1;DE;Hemmingen;NBV-Bezirk Hannover;abgesagt;NIS;D1-Level;14.05.2021;;https://www.nbv-online.de/ausschreibung/200523-24-DBV-Jgd-DRTD-U9-U19-Hemmingen.pdf;nein;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
23.05.2021;24.05.2021; C-RLT BAW U15;Rangliste;;DE;Waghäusel +++ wegen Corona-Krise ABGESAGT +++;;;BAW;C1-Level;08.05.2021;https://dbv.turnier.de/sport/tournament?id=261915BC-6D4F-4CBA-804B-35063561B293;https://bwbv.de/jugend/bw/main-files/2021/2021-bwbv-c-rlt-u15-waghaeusel/2021-c-rlt-u15-waghaeusel_ausschreibung.pdf;ja;;;;Einzel/Mixed;;;;;
23.05.2021;24.05.2021; Kreismeisterschaften NIS KFV Ostfriesland U9-O19 (abgesagt);Meisterschaft;;DE;Leer;KFV Ostfriesland;abgesagt;NIS;E-Level;16.05.2021;;https://www.nbv-online.de/ausschreibung/200523-24-WE-Ostfr-ges-KEM-O19-U9-U19-Leer.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;Einzel;
24.05.2021;24.05.2021;2. D-RLT NRW Süd 1 U11-U15 (ABGESAGT   2. Beirks- ERLT Süd 1);Rangliste;2;DE;Wuppertal;Süd 1;ABGESAGT   2. Beirks- ERLT Süd 1;NRW;D1-Level;13.05.2021;https://www.turnier.de/sport/tournament?id=62C08064-B61C-4CB4-897A-A9A5B689CE75;;ja;;Einzel;Einzel;Einzel;;;;;
24.05.2021;24.05.2021;2. D-RLT NRW Süd 1 U17/U19 (ABGESAGT  2. Beirks- ERLT Süd 1);Rangliste;2;DE;Solingen;Süd 1;ABGESAGT  2. Beirks- ERLT Süd 1;NRW;D1-Level;13.05.2021;https://www.turnier.de/sport/tournament?id=BD903830-5E0C-4EEB-9E06-B920061924CD;;ja;;;;;Einzel;Einzel;;;
24.05.2021;24.05.2021;3. D-RLT SAC RVL U11-U19;Rangliste;3;DE;Stadthalle Zwenkau, Heinrich-Mann-Weg 16, 04442 Zwenkau;RVL;;SAC;D2-Level;09.05.2021;https://www.turnier.de/sport/tournament?id=AEAF461C-6C5C-463A-A1ED-DFC60D29EDF7;;ja;;Einzel;;Einzel;;Einzel;;;
24.05.2021;24.05.2021;2. D-RLT NRW Nord 2 U11-U15 (ABGESAGT  2. D-ERLT Nord 2 (Bezirks-ERLT));Rangliste;2;DE;Everswinkel;Nord 2;ABGESAGT  2. D-ERLT Nord 2 (Bezirks-ERLT);NRW;D1-Level;13.05.2021;https://www.turnier.de/onlineentry/onlineentry.aspx?id=2B02A425-70E7-46DC-A6B2-7AE63FB63792;https://www.badminton-nrw.de/index.php?id=1732;nein;;Einzel;Einzel;Einzel;;;;;
24.05.2021;24.05.2021;2. D-RLT NRW Nord 2 U17/U19 (ABGESAGT  2. D-ERLT Nord 2 (Bezirks-ERLT));Rangliste;2;DE;Werne;Nord 2;ABGESAGT  2. D-ERLT Nord 2 (Bezirks-ERLT);NRW;D1-Level;13.05.2021;https://www.turnier.de/onlineentry/onlineentry.aspx?id=F1E556C3-5BE0-443A-87A0-33A7F3871F92;https://www.badminton-nrw.de/index.php?id=1732;nein;;;;;Einzel;Einzel;;;
24.05.2021;24.05.2021;2. D-RLT NRW Nord 1 U11-U19 (ABGESAGT  2. Bezirks-ERLT);Rangliste;2;DE;Mülheim;Nord 1;ABGESAGT  2. Bezirks-ERLT;NRW;D1-Level;13.05.2021;https://dbv.turnier.de/sport/tournament?id=F55E653B-4DD6-43CB-94F4-7CA0D9AD8959;https://www.badminton-nrw.de/fileadmin/jbezirkn1/RLT/2021/Turnierausschreibungen_2021_homepage.pdf;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
24.05.2021;24.05.2021; D-RLT SAC Chemnitz U15/U19;Rangliste;;DE;Röhrsdorf;Chemnitz;;SAC;D2-Level;10.05.2021;https://www.turnier.de/sport/tournament?id=445B251E-06B4-44D6-ADD9-CBA636686475;http://rvc.bvsachsen.de/ausschreibungen/Ausschreibung_RRL_Nachwuchs_2021.pdf;nein;;;;Doppel/Mixed;;Doppel/Mixed;;;
26.05.2021;31.05.2021;Mongolia International Challenge 2021 (Cancelled);Rangliste;;MGL;ulaanbaatar;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
02.06.2021;07.06.2021;CROWN GROUP Australian Open 2021 (Cancelled);Rangliste;;AUS;Sydney;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.06.2021;07.06.2021;RSL Lithuanian International 2021 (Cancelled);Rangliste;;LTU;Panevezys;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.06.2021;07.06.2021;BABOLAT German U17 Open - CANCELLED;Rangliste;;NN;Bergisch Gladbach;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
06.06.2021;06.06.2021;2. D-RLT THÜ  U15/U19;Rangliste;2;DE;Erfurt;;;THÜ;E-Level;23.05.2021;https://www.turnier.de/sport/tournament?id=2F319019-B894-44CB-8785-1B1E4356013E;;nein;;;;Einzel;;Einzel;;;
06.06.2021;07.06.2021;2. B-RLT Mitte U13/U15 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;2;DE;Maintal, HES;;+++ wegen Corona-Krise ABGESAGT +++;GRM;B-Level;05.05.2021;;;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;;;
06.06.2021;07.06.2021; E-RLT BRE  U11-U19 (2. Victor DBV E-Einzelrangliste U11-U19 2021);Rangliste;;DE;Bremen;;2. Victor DBV E-Einzelrangliste U11-U19 2021;BRE;E-Level;;;;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
06.06.2021;07.06.2021;2. B-RLT Nord U13-U19;Rangliste;2;DE;Güstrow (MVP)   +++   wegen Corona-Pandemie ABGESAGT  +++;Nord;;GRN;B-Level;;;;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
06.06.2021;06.06.2021; E-RLT SAH Halle U11-U19 (4. Regionalrangliste);Rangliste;;DE;06114 Halle/Saale;Halle;4. Regionalrangliste;SAH;E-Level;03.06.2021;https://www.turnier.de/sport/tournament?id=B2247456-AF80-45E3-BFEC-C34EF8C5D824;;ja;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
06.06.2021;07.06.2021;1. C-RLT SAA U13-U19;Rangliste;1;DE;+++ wegen Corona-Krise ABGESAGT +++;;;SAA;C2-Level;10.05.2021;;;nein;;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
06.06.2021;07.06.2021; C-RLT NRW U9-U19 ((ABGESAGT!!!) 52. Rot-Weiss-Turnier für Schüler und Jugendliche);Rangliste;;DE;Wesel;;(ABGESAGT!!!) 52. Rot-Weiss-Turnier für Schüler und Jugendliche;NRW;C1-Level;21.05.2021;;;ja;Einzel;Einzel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
06.06.2021;07.06.2021; Kreismeisterschaften NIS KFV Uelzen/Lüchow-Dannenberg U9-U22 (abgesagt);Meisterschaft;;DE;Uelzen;KFV Uelzen/Lüchow-Dannenberg;abgesagt;NIS;E-Level;30.05.2021;https://www.turnier.de/sport/tournament.aspx?id=58651432-A0CC-4BC3-B005-8B1B27D674D8;https://www.nbv-online.de/ausschreibung/200606-07-LG-UE-DAN-KEME-U9-U22-Uelzen.pdf;nein;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;Einzel;;
10.06.2021;13.06.2021;B.A.B.B. German International 2021 (Cancelled);Rangliste;;GER;Bonn;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
12.06.2021;14.06.2021;7. VICTOR Hofsteig Youth International;Rangliste;;AT;Wolfurt/Dornbirn;;;BEC;BEC-U15;28.05.2021;;http://bsc-wolfurt.com/downloads/public/7VictorHofsteigYouthInt_2021_Ausschreibung.pdf;nein;;;;Einzel/Doppel/Mixed;;;;;
12.06.2021;14.06.2021;Austrian U17 Open - CANCELLED;Rangliste;;NN;Dornbirn;;;BEC;BEC-U17;;;;nein;;;;;Einzel/Doppel/Mixed;;;;
13.06.2021;13.06.2021;3. D-RLT HES Bezirk Kassel U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;3;DE;Lohfelden;Bezirk Kassel;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;04.06.2021;https://www.turnier.de/sport/tournament?id=B3E808CB-F664-4783-885A-03FC201DA2E7;;ja;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
13.06.2021;13.06.2021; Bezirksmeisterschaften THÜ Südthüringen U13-U19 (nein);Meisterschaft;;DE;Ilmenau;Südthüringen;nein;THÜ;E-Level;;;;nein;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
13.06.2021;14.06.2021; C-RLT BBB U11-U19 (22. International Tröbitz Youth Tournament);Rangliste;;DE;Tröbitz +++ wegen Corona-Krise abgesagt +++;Berlin-Brandenburg;22. International Tröbitz Youth Tournament;BBB;C2-Level;24.05.2021;;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;Einzel/Doppel/Mixed;;;
13.06.2021;14.06.2021;" E-RLT NIS  U11-U19 (13. Junior-Comet-Pokal; abgesagt)";Rangliste;;DE;Braunschweig-Weststadt;;"13. Junior-Comet-Pokal; abgesagt";NIS;E-Level;04.06.2021;https://www.turnier.de/sport/tournament.aspx?id=077458D7-3025-4569-9E4B-1AEC96F05182;https://www.nbv-online.de/ausschreibung/200613-14-DBV-Jgd-Junior-Comet-Pokal-DBV-ERTE-U9-U19.pdf;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
13.06.2021;14.06.2021;7. A-RLT U11/U13 (Int. Nürnberg VICTOR- Jugendstadtmeisterschaften);Rangliste;7;DE;Nürnberg   +++   als DBV-A-RLT wegen Corona-Pandemie ABGESAGT  +++;;Int. Nürnberg VICTOR- Jugendstadtmeisterschaften;DBV;A-Level;23.05.2021;https://dbv.turnier.de/sport/tournament?id=9DBD5B34-3D6B-4A86-821E-7338B6E65E1F;;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
14.06.2021;14.06.2021;4. C-RLT HES U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;4;DE;Goldbach/Laufach;;+++ wegen Corona-Krise ABGESAGT +++;HES;C1-Level;21.04.2021;https://www.turnier.de/sport/tournament?id=E7BF23A5-F4F2-483E-ADB6-6E4402C8729E;;ja;;Einzel/Doppel;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
14.06.2020;14.06.2020;2. C-RLT NRW U11-U15 (ABGESAGT  2. Verbands-ERLT Süd 1);Rangliste;2;DE;Meerbusch- Lank;Süd 1;ABGESAGT  2. Verbands-ERLT Süd 1;NRW;C1-Level;03.06.2020;https://www.turnier.de/sport/tournament?id=AA1D1250-FF31-4D2B-AEE4-9E0889FF78CC;;ja;;Einzel;Einzel;Einzel;;;;;
14.06.2020;14.06.2020;2. C-RLT NRW U17/U19 (ABGESAGT  2. Verbands-ERLT Süd 1);Rangliste;2;DE;Solingen;Süd 1;ABGESAGT  2. Verbands-ERLT Süd 1;NRW;C1-Level;03.06.2020;https://www.turnier.de/sport/tournament?id=5F709847-09CC-4013-B963-86E7561A7693;;ja;;;;;Einzel;Einzel;;;
14.06.2020;14.06.2020;2. C-RLT NRW U11-U15 (ABGESAGT  2. C-ERLT Nord 2 (Verbands-ERLT));Rangliste;2;DE;Hamm-Pelkum;Nord 2;ABGESAGT  2. C-ERLT Nord 2 (Verbands-ERLT);NRW;C1-Level;03.06.2020;https://www.badminton-nrw.de/index.php?id=1734;https://www.turnier.de/sport/tournament?id=2ED3628B-A466-46C1-B3C4-504F78F26A0A;nein;;Einzel;Einzel;Einzel;;;;;
14.06.2020;14.06.2020;2. C-RLT NRW U17/U19 (ABGESAGT  2. C-ERLT Nord 2 (Verbands-ERLT));Rangliste;2;DE;Herscheid;Nord 2;ABGESAGT  2. C-ERLT Nord 2 (Verbands-ERLT);NRW;C1-Level;03.06.2020;https://www.turnier.de/sport/tournament?id=37BA4CE3-AE0B-45CA-ACB4-59BAA3078454;https://www.badminton-nrw.de/index.php?id=1734;nein;;;;;Einzel;Einzel;;;
14.06.2020;14.06.2020;2. C-RLT NRW U11-U19 (ABGESAGT  2. Verbands-ERLT);Rangliste;2;DE;Straelen;Nord 1;ABGESAGT  2. Verbands-ERLT;NRW;C1-Level;03.06.2020;https://dbv.turnier.de/sport/tournament?id=80055554-AF2A-4300-B2B3-F7A72CA0F28B;https://www.badminton-nrw.de/fileadmin/jbezirkn1/RLT/2020/Turnierausschreibungen_2020_homepage.pdf;ja;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
14.06.2020;14.06.2020; Kreismeisterschaften NIS KFV Cloppenburg/Delmenhorst/Oldenburg-Land U11-U19 (abgesagt);Meisterschaft;;DE;Delmenhorst;KFV Cloppenburg/Delmenhorst/Oldenburg-Land;abgesagt;NIS;E-Level;06.06.2020;https://www.turnier.de/sport/tournament.aspx?id=D57E0D28-FB0B-4C07-9E77-8B16D2D6BF95;https://www.nbv-online.de/ausschreibung/200614-WE-Reg5-KEME-U11-U19-Delmenhorst.pdf;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
16.06.2020;21.06.2020;VICTOR Malaysia International Series 2020 (Cancelled);Rangliste;;MAS;Kuala Lumpur;;;BWF;International Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.06.2020;21.06.2020;Styrian International 2020 (Cancelled);Rangliste;;AUT;Graz;;;BWF;Future Series;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
18.06.2020;21.06.2020;Serbian Youth International - NOVI SAD U15;Rangliste;;RS;Novi Sad;;;BEC;BEC-U15;08.06.2020;;;nein;;;;Einzel/Doppel/Mixed;;;;;
20.06.2020;21.06.2020;2. D-RLT BAW SW (Südwürttemberg) U11-U19;Rangliste;2;DE;Gomaringen / Bodelshausen +++ wegen Corona-Krise ABGESAGT +++;SW (Südwürttemberg);;BAW;D1-Level;26.05.2020;;;nein;;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;Einzel/Doppel;;;
20.06.2020;20.06.2020;4. C-RLT THÜ U11;Rangliste;4;DE;Gera;;;THÜ;D1-Level;06.06.2020;https://www.turnier.de/sport/tournament?id=8CCB01F9-78A7-4668-9DA6-EBC77F2E1217;;nein;;Einzel;;;;;;;
20.06.2020;21.06.2020;2. B-RLT Mitte U17/U19 (+++ wegen Corona-Krise ABGESAGT +++);Rangliste;2;DE;Betzdorf, RHL;;+++ wegen Corona-Krise ABGESAGT +++;GRM;B-Level;19.05.2020;;;nein;;;;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
20.06.2020;20.06.2020; C-RLT NIS U11 (abgesagt);Rangliste;;DE;Winsen (Luhe);;abgesagt;NIS;C1-Level;06.06.2020;;https://www.nbv-online.de/ausschreibung/200620-DBV-Jgd-CRTD-U11-Winsen--Luhe-2.pdf;nein;;Doppel/Mixed;;;;;;;
20.06.2020;21.06.2020;2. C-RLT SAA U11;Rangliste;2;DE;+++ wegen Corona-Krise ABGESAGT +++;;;SAA;C2-Level;24.05.2020;;;nein;;Einzel;;;;;;;
20.06.2020;21.06.2020;2. C-RLT NIS U13-U19 (abgesagt);Rangliste;2;DE;Winsen (Luhe);;abgesagt;NIS;C1-Level;06.06.2020;;https://www.nbv-online.de/ausschreibung/200620-21-DBV-Jgd-CRTD-U13-U19-Winsen--Luhe-2.pdf;nein;;;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;Doppel/Mixed;;;
20.06.2020;21.06.2020; E-RLT NIS KFV Braunschweig U11-U19 (abgesagt);Rangliste;;DE;Braunschweig;KFV Braunschweig;abgesagt;NIS;E-Level;11.06.2020;https://www.turnier.de/sport/tournament.aspx?id=A3384D21-A8F7-4C2E-96D7-4C77F14D487B;https://www.nbv-online.de/ausschreibung/200620-21-DBV-Jgd-ERTE-U11-U19-Braunschweig.pdf;nein;;Einzel;Einzel;Einzel;Einzel;Einzel;;;
20.06.2020;21.06.2020; D-RLT NRW Süd 1 U11-U19 (Offene Meerbuscher Badminton-Jugendstadtmeisterschaften);Rangliste;;DE;Meerbusch;Süd 1;Offene Meerbuscher Badminton-Jugendstadtmeisterschaften;NRW;D1-Level;06.06.2020;https://dbv.turnier.de/sport/tournament?id=237C7E23-C13E-4780-A678-BBF1CAD54368;;ja;;Einzel/Doppel;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
20.06.2020;20.06.2020;2. D-RLT BAW NB (Nordbaden) U11-U19;Rangliste;2;DE;Eggenstein-Leopoldshafen +++ wegen Corona-Krise ABGESAGT +++;NB (Nordbaden);;BAW;D1-Level;26.05.2020;;;nein;;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;Einzel/Mixed;;;
23.06.2020;28.06.2020;YONEX US Open 2020 (Cancelled);Rangliste;;USA;California;;;BWF;HSBC BWF World Tour Super 300;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
27.06.2020;27.06.2020;2. D-RLT THÜ  U13/U17;Rangliste;2;DE;Gera;;;THÜ;E-Level;13.06.2020;https://www.turnier.de/sport/tournament?id=6A8928C5-BE77-4CAF-8F79-0997BC9B248F;;nein;;;Einzel;;Einzel;;;;
27.06.2020;28.06.2020; Bezirksmeisterschaften HES Bezirk Kassel U11-U19 (+++ wegen Corona-Krise ABGESAGT +++);Meisterschaft;;DE;Vellmar;Bezirk Kassel;+++ wegen Corona-Krise ABGESAGT +++;HES;D1-Level;19.06.2020;https://www.turnier.de/sport/tournament?id=C5B4BD11-0054-4BDF-A937-ADFE49970D4C;;ja;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
27.06.2020;28.06.2020;3. C-RLT SAA U13-U19;Rangliste;3;DE;+++ wegen Corona-Krise ABGESAGT +++;;;SAA;C2-Level;30.05.2020;;;nein;;;Einzel;Einzel;Einzel;Einzel;;;
27.06.2020;28.06.2020;8. A-RLT U11/U13;Rangliste;8;DE;Hofheim   +++   wegen Corona-Pandemie ABGESAGT  +++;;;DBV;A-Level;;;;nein;;Einzel/Doppel;Einzel/Doppel/Mixed;;;;;;
30.06.2020;05.07.2020;YONEX Canada Open 2020 (Cancelled);Rangliste;;CAN;Calgary;;;BWF;BWF Tour Super 100;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
01.07.2020;04.07.2020;Lagos International 2020 (Cancelled);Rangliste;;NGR;Lagos;;;BWF;International Challenge;;;;nein;;;;;;;;Einzel/Doppel/Mixed;
04.07.2020;04.07.2020;4. C-RLT SAC U11/U17 (abgesagt);Rangliste;4;DE;Lößnitzhalle Steinbachstraße 13 , 01445 Radebeul;;abgesagt;SAC;C2-Level;13.06.2020;;http://www.bvsachsen.de/index.php?option=com_jevents&task=cat.listevents&offset=1&category_fv=153&Itemid=81;nein;;Einzel;;;Einzel;;;;
04.07.2020;05.07.2020; Regionalmeisterschaften BAY Nordbayern U11-U19 (abgesagt);Meisterschaft;;DE;Marktheidenfeld;Nordbayern;abgesagt;BAY;D1-Level;23.06.2020;;;nein;;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;Einzel/Doppel/Mixed;;;
